school,slug,acceptance_rate,sat_total_25th_percentile,sat_total_75th_percentile,act_25th_percentile,act_75th_percentile,graduation_rate,public_or_private,student_to_faculty_ratio,campus_setting,enrollment,in_state_cost,out_state_cost,average_financial_aid,street_address,city,state,zip,phone,website,applicants,accepted,enrolled,percent_submitting_sat,percent_submitting_act,sat_critical_reading_25th_percentile,sat_critical_reading_75th_percentile,sat_math_25th_percentile,sat_math_75th_percentile,sat_writing_25th_percentile,sat_writing_75th_percentile,act_english_25th_percentile,act_english_75th_percentile,act_math_25th_percentile,act_math_75th_percentile_score,
Indiana State University,ISU318,68%,1220,1530,17,22,44%,Public,16,City,10457," $18,722 "," $27,298 "," $5,956 ",210 N 7th St,Terre Haute,IN,47809,8122376311,www.indstate.edu,8154,5582,2035,72,26,410,510,420,520,390,500,15,22,16,22,
Indiana University of Pennsylvania-Main Campus,,64%,1310,1600,NR,NR,50%,Public,20,Town,14310," $19,995 "," $28,431 "," $5,048 ",1011 South Dr 201 Sutton Hall,Indiana,PA,15705-1098,7243572100,www.iup.edu,11030,7065,3090,85,0,440,540,440,540,430,520,,,,,
Indiana University-Bloomington,IU317,73%,1570,1910,24,29,73%,Public,18,City,40354," $20,099 "," $37,646 "," $6,751 ",107 South Indiana Ave.,Bloomington,IN,47405-7000,8128554848,www.iub.edu,33011,23975,7327,78,53,520,630,540,660,510,620,24,30,24,29,
Indiana University-Purdue University-Fort Wayne,IUPUFW319,96%,1250,1590,18,24,24%,Public,19,City,12338," $21,897 "," $30,493 "," $4,271 ",2101 E Coliseum Blvd,Fort Wayne,IN,46805-1499,2604816100,www.ipfw.edu,3597,3464,2222,89,23,420,530,430,550,400,510,17,23,18,25,
Indiana University-Purdue University-Indianapolis,IUPUI320,67%,1310,1640,19,24,33%,Public,18,City,30300," $22,859 "," $37,756 "," $5,682 ",425 University Blvd,Indianapolis,IN,46202-5143,3172745555,www.iupui.edu,9641,6414,3019,83,29,440,550,450,560,420,530,17,24,18,25,
Iona College,IC739,58%,1641,1939,NR,NR,63%,Private,14,Suburb,4375," $42,550 "," $42,550 "," $11,989 ",715 North Ave,New Rochelle,NY,10801-1890,9146332000,www.iona.edu,7313,4242,792,95,0,541,642,553,651,547,646.5,,,,,
Iowa State University,ISU357,87%,1560,1995,22,28,67%,Public,19,City,26856," $18,366 "," $29,586 "," $5,312 ",,Ames,IA,50011-2030,5152945836,www.iastate.edu,12549,10953,4546,12,92,490,650,550,680,520,665,21,28,22,28,
Ithaca College,,74%,1585,1900,23,28,77%,Private,12,Suburb,6448," $46,562 "," $46,562 "," $15,073 ",953 Danby Rd,Ithaca,NY,14850-7000,6072743011,www.ithaca.edu,12752,9471,2027,93,34,530,630,530,640,525,630,22,29,22,27,
Jackson State University,,48%,NR,NR,16,20,43%,Public,16,City,8377," $17,127 "," $23,851 "," $7,837 ",1440 J R Lynch St,Jackson,MS,39217,6019792121,www.jsums.edu,8863,4298,853,0,99,,,,,0,0,16,21,16,19,
Jacksonville State University,JSU608,88%,1200,1515,17,22,33%,Public,20,Suburb,9481," $16,378 "," $21,370 "," $4,360 ",700 Pelham Road North,Jacksonville,AL,36265,2567825781,www.jsu.edu/,2919,2558,1252,19,86,400,500,400,510,400,505,16,23,16,21,
Jacksonville University,JU182,54%,1410,1680,19,25,37%,Private,14,City,3418," $37,693 "," $37,693 "," $14,055 ",2800 University Blvd N,Jacksonville,FL,32211-3394,9042568000,www.jacksonville.edu,6854,3668,669,66,34,470,560,470,560,470,560,,,,,
James Madison University,JMU1246,65%,1580,1870,22,26,82%,Public,18,City,18454," $19,302 "," $31,434 "," $7,254 ",800 South Main Street,Harrisonburg,VA,22807,5405686211,www.jmu.edu/,19245,12522,7913,97,31,520,620,540,630,520,620,,,,,
John Carroll University,,81%,1430,1760,21,26,80%,Private,13,Suburb,3826," $40,170 "," $40,170 "," $17,046 ",20700 N Park Blvd,Cleveland,OH,44118-4581,2163971886,www.jcu.edu,3411,2763,661,63,82,480,580,480,600,470,580,20,26,20,26,
Johns Hopkins University,,28%,1940,2230,29,33,89%,Private,11,City,19758," $53,390 "," $53,390 "," $24,824 ",3400 N Charles St  Mason Hall,Baltimore,MD,21218-2688,4105168000,www.jhu.edu,16790,4671,1433,93,35,630,730,670,770,640,730,25,31,29,34,
Johnson & Wales University,,71%,NR,NR,NR,NR,54%,Private,28,City,10488," $35,489 "," $35,489 "," $8,642 ",8 Abbott Park Place,Providence,RI,02903-3703,4015981000,www.jwu.edu,14804,10450,2604,,,,,,,0,0,,,,,
Johnson C Smith University,,26%,1170,1384.5,16,19,39%,Private,15,City,1571," $26,036 "," $26,036 "," $8,259 ",100 Beatties Ford Road,Charlotte,NC,28216-5398,7043781000,www.jcsu.edu,5312,1378,281,83,40,390,460,390,463,390,461.5,14,19,15,18,
Johnson State College,,85%,1230,1580,17,22,33%,Public,14,Rural,1898," $18,775 "," $28,015 "," $4,191 ",337 College Hill,Johnson,VT,05656-9464,8026352356,www.jsc.edu,964,816,305,85,16,420,530,400,530,410,520,15,22,15,21,
Juniata College,,71%,1650,1965,24,28,80%,Private,13,Town,1526," $42,050 "," $42,050 "," $16,204 ",1700 Moore St,Huntingdon,PA,16652-2196,8146413000,www.juniata.edu,2038,1446,386,89,18,550,650,550,660,550,655,23,29,24,29,
Kalamazoo College,,48%,1680,2046,26,30,76%,Private,13,City,1389," $42,862 "," $42,862 "," $14,199 ",1200 Academy St,Kalamazoo,MI,49006-3295,2693377000,www.kzoo.edu,1979,949,391,37,75,570,690,560,678,550,678,25,31,24,30,
Kansas State University,,55%,NR,NR,NR,NR,58%,Public,19,Town,23520," $18,399 "," $29,106 "," $4,312 ",Anderson Hall,Manhattan,KS,66506,7855326250,www.k-state.edu,10003,5550,4016,,,,,,,0,0,,,,,
Kean University,,67%,1215,1530,NR,NR,44%,Public,16,City,14203," $25,184 "," $29,819 "," $6,442 ",1000 Morris Ave,Union,NJ,07083-0411,9087375326,www.kean.edu,5455,3633,1479,94,0,400,500,410,520,405,510,,,,,
Keene State College,,71%,1350,1640,NR,NR,56%,Public,19,Town,5271," $20,428 "," $28,598 "," $4,560 ",229 Main Street,Keene,NH,03435-1506,6033521909,www.keene.edu,4997,3537,1190,96,0,450,550,450,550,450,540,,,,,
Kennesaw State University,KSU212,63%,1470,1710,20,24,35%,Public,21,Suburb,21449," $18,553 "," $27,245 "," $4,305 ",1000 Chastain Rd,Kennesaw,GA,30144-5591,7704236000,www.kennesaw.edu,7921,5008,2814,79,33,500,570,500,580,470,560,20,24,19,24,
Kent State University Kent Campus,KSU893,74%,1350,1725,19,24,49%,Public,35,Suburb,22944," $21,920 "," $29,612 "," $5,681 ",,Kent,OH,44242-0001,3306723000,www.kent.edu,13277,9808,3777,34,85,450,580,450,570,450,575,18,25,19,24,
Kentucky State University,,24%,1056,1363,15,19,26%,Public,15,Town,2659," $16,466 "," $24,428 "," $5,735 ",400 East Main Street,Frankfort,KY,40601,5025976000,www.kysu.edu,10765,2610,558,16,92,358,463,348,460,350,440,13,19,15,18,
Kentucky Wesleyan College,,65%,1280,1560,19,24,40%,Private,15,City,909," $26,510 "," $26,510 "," $10,672 ",3000 Frederica Street,Owensboro,KY,42301,2709263111,WWW.KWC.EDU,1542,997,226,9,93,460,550,430,520,390,490,18,25,17,24,
Kenyon College,,39%,1850,2130,28,32,88%,Private,10,Rural,1644," $50,990 "," $50,990 "," $18,403 ",,Gambier,OH,43022,7404275000,www.kenyon.edu/,3992,1538,469,74,44,630,720,600,680,620,730,28,34,26,31,
Keuka College,,77%,NR,NR,NR,NR,52%,Private,10,Town,1613," $36,650 "," $36,650 "," $12,628 ",141 Central Avenue,Keuka Park,NY,14478,3152795000,www.keuka.edu,824,636,253,,,,,,,0,0,,,,,
Keystone College,,95%,1130,1410,17,18,40%,Private,11,Rural,1716," $30,780 "," $30,780 "," $10,726 ",One College Green,La Plume,PA,18440-0200,5709458000,www.keystone.edu,833,793,289,86,4,380,470,380,480,370,460,14,19,15,17,
King College,,62%,1290,1695,20,25,52%,Private,15,City,1702," $33,498 "," $33,498 "," $15,364 ",1350 King College Rd,Bristol,TN,37620-2699,4239681187,www.king.edu,935,576,207,12,88,430,560,430,570,430,565,19,25,18,25,
King's College,,75%,1380,1660,NR,NR,73%,Private,14,City,2673," $38,662 "," $38,662 "," $13,370 ",133 N River St,Wilkes Barre,PA,18711-0801,5702085900,www.kings.edu,2173,1633,496,84,0,460,550,470,560,450,550,,,,,
Knox College,,74%,1720,2100,26,31,75%,Private,12,Town,1379," $40,275 "," $40,275 "," $15,351 ",2 E South St,Galesburg,IL,61401-9999,3093417000,www.knox.edu,2427,1788,359,23,60,600,730,560,690,560,680,26,33,24,30,
Kutztown University of Pennsylvania,,66%,1300,1580,17,22,53%,Public,21,Town,10393," $18,795 "," $27,231 "," $4,929 ",15200 Kutztown Rd,Kutztown,PA,19530-0730,6106834000,www.kutztown.edu,9540,6301,6301,98,9,440,530,430,530,430,520,16,22,17,22,
La Roche College,,68%,1170,1510,17,22,64%,Private,12,Suburb,1425," $33,270 "," $33,270 "," $11,583 ",9000 Babcock Blvd,Pittsburgh,PA,15237-5898,4123679300,www.laroche.edu,859,580,193,71,14,380,500,390,500,400,510,14,23,16,22,
La Salle University,LSU986,71%,1350,1680,18,24,68%,Private,14,City,6176," $44,350 "," $44,350 "," $15,762 ",1900 W Olney Ave,Philadelphia,PA,19141-1199,2159511000,www.lasalle.edu,5734,4088,997,93,14,450,560,450,560,450,560,,,,,
La Sierra University,,53%,1245,1680,17,22,28%,Private,17,City,1899," $36,453 "," $36,453 "," $11,571 ",4500 Riverwalk Parkway,Riverside,CA,92515-8247,9517852000,www.lasierra.edu,1444,759,348,81,26,420,560,410,560,415,560,16,23,16,23,
Lafayette College,LC987,42%,1750,2060,26,30,89%,Private,11,Suburb,2382," $52,289 "," $52,289 "," $22,681 ",High St,Easton,PA,18042-1768,6103305000,www.lafayette.edu,5635,2387,616,90,33,570,670,600,710,580,680,,,,,
LaGrange College,,66%,1380,1710,20,25,54%,Private,11,Town,958," $32,770 "," $32,770 "," $10,793 ",601 Broad St.,Lagrange,GA,30240-2999,7068808000,www.lagrange.edu,1342,887,231,79,16,460,570,460,570,460,570,19,25,19,25,
Lake Erie College,,56%,1280,1610,17,22,36%,Private,14,Suburb,1051," $38,530 "," $38,530 "," $5,543 ",391 W Washington St,Painesville,OH,44077-3389,4403757000,www.lec.edu,1234,697,270,35,90,430,530,420,550,430,530,13,23,17,23,
Lake Forest College,,69%,NR,NR,NR,NR,66%,Private,12,Suburb,1400," $47,000 "," $47,000 "," $17,123 ",555 N Sheridan Road,Lake Forest,IL,60045-2399,8472343100,www.lakeforest.edu,2026,1398,355,,,,,,,0,0,,,,,
Lake Superior State University,,64%,NR,NR,19,24,44%,Public,18,Town,2575," $19,507 "," $27,691 "," $6,191 ",650 W Easterday Ave,Sault Ste Marie,MI,49783,9066326841,www.lssu.edu,1487,954,463,0,91,,,,,0,0,18,24,18,24,
Lakeland College,,91%,1480,1760,18,23,44%,Private,13,Town,3941," $30,048 "," $30,048 "," $10,619 ",W3718 South Drive  Cth M,Plymouth,WI,53073,9205652111,www.lakeland.edu,687,628,159,4,92,480,620,490,600,510,540,18,23,18,23,
Lamar University,LU1168,84%,1210,1530,16,21,32%,Public,21,City,13465," $17,630 "," $24,832 "," $1,889 ",4400 MLK,Beaumont,TX,77705,4098807011,www.lamar.edu,5359,4518,1485,85,31,400,510,420,530,390,490,15,21,16,21,
Lancaster Bible College and Graduate School,,69%,1320,1665,19,25,65%,Private,13,Suburb,931," $26,220 "," $26,220 "," $7,325 ",901 Eden Rd,Lancaster,PA,17601-5036,7175697071,www.LBC.edu,443,304,209,70,14,450,560,430,550,440,555,19,25,16,24,
Lander University,,47%,1250,1580,18,22,43%,Public,15,Town,2614," $20,160 "," $27,960 "," $7,036 ",320 Stanley Avenue,Greenwood,SC,29649-2099,8643888000,www.lander.edu,2114,991,555,62,36,420,520,430,550,400,510,15,21,16,22,
Lane College,,37%,NR,NR,16,19,32%,Private,24,City,1981," $15,970 "," $15,970 "," $6,083 ",545 Lane Ave,Jackson,TN,38301-4598,7314267500,www.lanecollege.edu,5619,2064,687,0,93,,,,,0,0,15,18,16,18,
Lasell College,,46%,1330,1610,18,22,46%,Private,14,City,1488," $39,400 "," $39,400 "," $10,712 ",1844 Commonwealth Ave,Newton,MA,02466-2716,6172432000,www.lasell.edu,3760,1729,582,91,17,450,530,440,540,440,540,,,,,
Lawrence University,,69%,NR,NR,NR,NR,75%,Private,9,Rural,1496," $43,799 "," $43,799 "," $14,778 ",College Ave,Appleton,WI,54911,9208327000,www.lawrence.edu,2516,1739,352,,,,,,,0,0,,,,,
Le Moyne College,,67%,1492.5,1785,20,26,78%,Private,13,City,3479," $38,500 "," $38,500 "," $15,430 ",1419 Salt Springs Rd,Syracuse,NY,13214-1301,3154454100,www.lemoyne.edu,4526,3023,608,79,46,490,580,505,610,497.5,595,19,25,20,26,
Le Moyne-Owen College,,72%,NR,NR,15,18,25%,Private,10,City,693," $17,100 "," $17,100 "," $8,904 ",807 Walker Ave,Memphis,TN,38126-6595,9014351000,www.loc.edu,939,677,148,0,100,,,,,0,0,13,18,14,17,
Lebanon Valley College,,81%,NR,NR,NR,NR,68%,Private,13,Suburb,1965," $41,470 "," $41,470 "," $14,445 ",101 N College Ave,Annville,PA,17003-1400,7178676100,www.lvc.edu,1698,1368,378,,,,,,,0,0,,,,,
Lees-McRae College,,60%,1290,1560,19,24,28%,Private,13,Rural,948," $33,445 "," $33,445 "," $14,064 ",275 College Drive,Banner Elk,NC,28604-0128,82889852410,WWW.LMC.EDU,1723,1037,287,70,24,440,510,420,530,430,520,19,25,18,24,
Lehigh University,LU988,33%,1815,2085,NR,NR,85%,Private,13,City,6994," $51,050 "," $51,050 "," $22,546 ",27 Memorial Drive West,Bethlehem,PA,18015,6107583000,www.lehigh.edu,11170,3662,1193,90,0,580,670,630,720,605,695,,,,,
Lenoir-Rhyne University,,77%,1335,1665,NR,NR,54%,Private,11,City,1540," $36,750 "," $36,750 "," $15,281 ",625 7th Avenue NE,Hickory,NC,28601,8283281741,www.lr.edu,2572,1993,355,97,27,430,540,460,570,445,555,,,,,
Lesley University,,67%,1390,1780,20,26,48%,Private,23,City,6690," $44,090 "," $44,090 "," $10,750 ",29 Everett St,Cambridge,MA,02138-2790,6178689600,www.lesley.edu,2611,1754,384,93,14,470,600,450,580,470,600,20,28,19,26,
LeTourneau University,,59%,1550,1918,22,29,44%,Private,18,City,3662," $32,020 "," $32,020 "," $7,657 ",2100 S Mobberly Ave,Longview,TX,75607-7001,9032333000,www.letu.edu,979,578,308,74,58,510,640,550,658,490,620,21,29,22,29,
Lewis & Clark College,,65%,1810,2080,27,30,71%,Private,12,City,3565," $47,583 "," $47,583 "," $16,756 ",0615 S W Palatine Hill Rd,Portland,OR,97219-7899,5037687000,www.lclark.edu/,5343,3448,498,63,40,610,710,610,680,590,690,26,30,25,27,
Lewis University,,74%,1335,1665,20,25,57%,Private,21,Suburb,5536," $34,190 "," $34,190 "," $14,162 ",One University Parkway,Romeoville,IL,60446-2200,8158380500,www.lewisu.edu,2674,1991,658,3,95,420,530,470,580,445,555,19,25,18,25,
Liberty University,LU1247,0%,NR,NR,NR,NR,45%,Private,44,City,33604," $27,998 "," $27,998 "," $8,104 ",1971 University Blvd,Lynchburg,VA,24502,4345822000,www.liberty.edu,,,,,,,,,,0,0,,,,,
Limestone College,,51%,1260,1545,15,26,35%,Private,18,Town,3255," $31,202 "," $31,202 "," $10,736 ",1115 College Drive,Gaffney,SC,29340-3799,80079571510,www.limestone.edu,2418,1233,453,68,32,410,490,430,540,420,515,11,26,15,26,
Lincoln Memorial University,,69%,1350,1725,18,24,41%,Private,13,Rural,3365," $27,840 "," $27,840 "," $12,369 ",6965 Cumberland Gap Pky,Harrogate,TN,37752-9900,4238693611,www.lmunet.edu,1412,977,318,14,88,440,570,460,580,450,575,18,24,17,23,
Lincoln University,,0%,NR,NR,NR,NR,24%,Public,17,City,3109," $12,374 "," $16,142 "," $5,238 ",820 Chestnut,Jefferson City,MO,65102-0029,5736815000,www.lincolnu.edu/pages/1.asp,,,,,,,,,,0,0,,,,,
Lincoln University of Pennsylvania,,31%,1095,1335,15,19,37%,Public,19,Rural,2524," $19,632 "," $24,376 "," $6,186 ",1570 Baltimore Pike,Lincoln University,PA,19352-0999,4843658000,www.lincoln.edu,7440,2303,581,97,11,370,450,360,440,365,445,13,20,15,19,
Linfield College,,82%,1430,1780,21,27,73%,Private,13,Town,1720," $39,384 "," $39,384 "," $13,920 ",900 SE Baker,McMinnville,OR,97128-6894,5038832200,www.linfield.edu,1692,1381,423,88,37,480,600,490,600,460,580,20,27,20,26,
Lipscomb University,LU1135,66%,1500,1875,21,27,63%,Private,16,City,3073," $32,535 "," $32,535 "," $10,545 ",One University Park Drive,Nashville,TN,37204-3951,6159661000,www.lipscomb.edu,2683,1783,605,27,92,510,620,490,630,500,625,21,29,20,27,
Livingstone College,,67%,970,1250,13,16,27%,Private,17,Town,994," $23,300 "," $23,300 "," $6,757 ",701 W Monroe St,Salisbury,NC,28144,7042166000,www.livingstone.edu,2955,1970,426,74,21,330,420,320,420,320,410,10,15,15,17,
Lock Haven University,,73%,1250,1540,17,22,54%,Public,20,Town,5266," $17,000 "," $23,436 "," $5,473 ",401 North Fairview Street,Lock Haven,PA,17745-2390,5704842011,www.lhup.edu,4763,3478,1291,96,10,420,510,420,520,410,510,,,,,
Long Island University-Brooklyn Campus,LU1248,60%,1140,1560,16,23,18%,Private,14,City,8051," $43,178 "," $43,178 "," $9,919 ",University Plaza,Brooklyn,NY,11201-5372,7184881000,www.liu.edu,4884,2916,1011,73,9,380,500,380,540,380,520,,,,,
Long Island University-C W Post Campus,,78%,1300,1660,19,20,41%,Private,13,Suburb,8771," $44,033 "," $44,033 "," $11,556 ",720 Northern Blvd,Brookville,NY,11548-1300,5162992900,www.liu.edu,5214,4059,858,83,20,440,540,430,570,430,550,19,20,19,20,
Longwood University,,70%,1485,1710,21,24,66%,Public,18,Town,4727," $20,921 "," $29,831 "," $5,315 ",201 High St,Farmville,VA,23909,4343952000,www.longwood.edu,4301,2995,1011,87,13,500,570,490,570,495,570,,,,,
Loras College,,61%,NR,NR,21,26,60%,Private,12,City,1588," $34,474 "," $34,474 "," $14,443 ",1450 Alta Vista,Dubuque,IA,52004-0178,5635887100,www.loras.edu,4139,2543,449,0,98,,,,,0,0,20,26,20,26,
Louisiana College,,51%,1240,1800,17,24,38%,Private,13,Suburb,1096," $21,048 "," $21,048 "," $8,272 ",1140 College Dr,Pineville,LA,71359,3184877011,www.lacollege.edu,1091,560,255,3,96,420,600,420,600,400,600,16,24,17,24,
Louisiana State University and Agricultural & Mechanical College,LSU434,73%,1560,1880,23,28,61%,Public,21,City,28810," $17,341 "," $26,491 "," $6,008 ",,Baton Rouge,LA,70803-2750,2255783202,www.lsu.edu,15093,11092,5141,14,86,520,630,550,650,490,600,23,29,21,27,
Louisiana Tech University,LTU435,63%,1350,1710,20,26,47%,Public,18,Town,10917," $15,534 "," $20,931 "," $4,170 ",305 Wisteria,Ruston,LA,71272,3182572000,www.latech.edu,4734,2973,1507,4,96,440,550,460,590,450,570,20,27,19,26,
Loyola Marymount University,LMU65,59%,1620,1920,24,28,79%,Private,11,City,9011," $52,124 "," $52,124 "," $16,930 ",One Lmu Drive,Los Angeles,CA,90045-2659,3103382700,www.lmu.edu,9456,5594,1385,88,46,530,630,550,650,540,640,24,29,23,29,
Loyola University Chicago,LUC270,78%,1610,1940,24,29,66%,Private,17,City,15670," $44,341 "," $44,341 "," $13,834 ",1032 W. Sheridan Rd,Chicago,IL,60660,3129156000,www.luc.edu,17384,13579,2076,29,90,540,650,530,650,540,640,24,30,23,29,
Loyola University Maryland,,66%,1605,1905,24,28,86%,Private,12,City,6080," $50,320 "," $50,320 "," $20,694 ",4501 N Charles St,Baltimore,MD,21210-2699,4106172000,www.loyola.edu,9122,6008,968,88,25,530,630,540,640,535,635,23,28,23,28,
Luther College,,70%,1520,1950,23,29,72%,Private,12,Rural,2423," $41,110 "," $41,110 "," $16,777 ",700 College Drive,Decorah,IA,52101-1045,5633872000,www.luther.edu,3445,2403,657,14,94,500,640,530,670,490,640,23,30,23,29,
Lycoming College,,68%,1390,1720,20,25,71%,Private,14,City,1328," $41,779 "," $41,779 "," $14,645 ",700 College Place,Williamsport,PA,17701-5192,5703214000,www.lycoming.edu,1913,1297,386,90,18,460,580,470,580,460,560,,,,,
Lynchburg College,,68%,1370,1690,18,23,59%,Private,12,City,2572," $37,975 "," $37,975 "," $14,478 ",1501 Lakeside Dr,Lynchburg,VA,24501-3199,4345448100,www.lynchburg.edu,4501,3055,594,95,30,460,560,450,570,460,560,,,,,
Lyndon State College,,91%,1240,1540,16,20,32%,Public,14,Town,1384," $18,948 "," $28,188 "," $3,707 ",1001 College Rd,Lyndonville,VT,05851-0919,8026266200,WWW.LYNDONSTATE.EDU,1123,1023,398,68,7,420,520,420,520,400,500,15,21,17,21,
Lynn University,,62%,1230,1560,17,21,37%,Private,19,City,2410," $46,600 "," $46,600 "," $13,265 ",3601 N. Military Trail,Boca Raton,FL,33431-5598,5612377000,www.lynn.edu,2657,1636,375,79,35,410,510,410,530,410,520,16,21,16,20,
Macalester College,,46%,1910,2170,29,32,87%,Private,10,City,1900," $48,742 "," $48,742 "," $21,214 ",1600 Grand Ave,Saint Paul,MN,55105-1899,6516966000,www.macalester.edu,4565,2109,565,72,55,660,740,630,710,620,720,30,34,27,32,
MacMurray College,,59%,NR,NR,17,22,49%,Private,14,Town,602," $29,298 "," $29,298 "," $8,543 ",447 E. College Ave,Jacksonville,IL,62650-2590,2174797000,www.mac.edu,492,291,96,0,97,,,,,0,0,15,21,16,22,
Maine Maritime Academy,,62%,1310,1620,NR,NR,54%,Public,14,Rural,893," $21,155 "," $28,855 "," $5,152 ",C3,Castine,ME,04420-0001,2073262206,www.mainemaritime.edu,871,543,280,90,24,440,540,460,560,410,520,16,22,16,23,
Manchester College,,77%,1350,1680,19,25,56%,Private,14,Town,1145," $34,325 "," $34,325 "," $15,079 ",604 College Ave,North Manchester,IN,46962,2609825000,www.manchester.edu,2983,2284,418,87,33,450,560,470,580,430,540,17,25,19,25,
Manhattan College,MC741,65%,1485,1792.5,21,25,72%,Private,14,City,3441," $39,778 "," $39,778 "," $12,014 ",Manhattan College Pky,Bronx,NY,10471-4098,7188628000,www.manhattan.edu,5055,3300,693,94,25,490,580,500,615,495,597.5,,,,,
Manhattanville College,,53%,1545,1875,22,26,60%,Private,12,Suburb,2823," $48,610 "," $48,610 "," $18,529 ",2900 Purchase St,Purchase,NY,10577,9146942200,www.manhattanville.edu,4502,2370,490,86,25,520,640,510,610,515,625,,,,,
Mansfield University of Pennsylvania,,73%,1250,1580,18,23,48%,Public,16,Town,3422," $19,797 "," $28,233 "," $1,963 ",,Mansfield,PA,16933,5706624000,www.mansfield.edu,3857,2820,1107,77,9,420,530,420,530,410,520,,,,,
Maranatha Baptist Bible College Inc,,50%,1380,1830,20,26,54%,Private,15,Town,857," $21,340 "," $21,340 "," $2,675 ",745 W Main St,Watertown,WI,53094,92026193002320,mbbc.edu,474,237,199,10,90,490,630,430,590,460,610,20,27,17,25,
Marian University,,83%,NR,NR,17,22,41%,Private,12,City,2891," $30,660 "," $30,660 "," $9,657 ",45 S National Ave,Fond Du Lac,WI,54935-4699,9209237600,www.marianuniversity.edu,1016,844,319,0,91,,,,,0,0,15,22,16,22,
Marietta College,,76%,960,1200,21,27,63%,Private,13,City,1606," $37,052 "," $37,052 "," $14,715 ",Irvine Bldg,Marietta,OH,45750,7403764643,www.marietta.edu,2521,1921,385,36,79,,,490,610,470,590,20,27,20,27,
Marist College,MC742,36%,1590,1900,23,28,80%,Private,15,Suburb,5828," $41,020 "," $41,020 "," $10,495 ",3399 North Rd,Poughkeepsie,NY,12601,8455753000,www.Marist.edu,10004,3601,1041,90,32,520,620,540,640,530,640,,,,,
Marquette University,,66%,1610,1940,24,29,76%,Private,15,City,11633," $41,026 "," $41,026 "," $12,572 ",615 N 11th St,Milwaukee,WI,53233,4142887710,www.marquette.edu,17818,11676,1952,24,92,540,640,540,660,530,640,24,31,24,29,
Mars Hill College,,57%,1245,1575,NR,NR,38%,Private,13,Rural,1245," $31,754 "," $31,754 "," $12,527 ",100 Athletic St,Mars Hill,NC,28754,8286891307,www.mhc.edu,2035,1159,300,87,0,410,520,420,530,415,525,,,,,
